dept_no,emp_no,first_name,last_name,title,birth_date,gender,from_date,to_date,salary
d004,479407,Randi,Tomescu,Senior Engineer,1965-01-18,M,2000-11-25,9999-01-01,46866
d005,481148,Gina,Decaestecker,Engineer,1965-01-18,F,1986-06-20,1989-05-25,51644
d007,481467,Margareta,Polajnar,Staff,1965-01-03,F,1989-02-24,1996-07-01,65003
d004,481764,Teiji,Marrakchi,Senior Engineer,1965-01-27,M,1986-08-26,9999-01-01,60322
d005,481807,Taegyun,Vieri,Senior Engineer,1965-01-23,M,1988-06-17,1989-03-03,44874
d001,482755,Jouni,Conia,Senior Staff,1965-01-03,M,1999-10-31,9999-01-01,77972
d001,482755,Jouni,Conia,Staff,1965-01-03,M,1994-10-31,1999-10-31,77972
d004,482885,Shaunak,Brizzi,Assistant Engineer,1965-01-29,M,1988-09-02,1994-09-02,49347
d004,482885,Shaunak,Brizzi,Engineer,1965-01-29,M,1994-09-02,2000-09-01,49347
d004,482885,Shaunak,Brizzi,Senior Engineer,1965-01-29,M,2000-09-01,9999-01-01,49347
d002,482905,Aral,Hebden,Senior Staff,1965-01-16,F,1991-09-10,9999-01-01,65709
d005,483213,Phillip,Munch,Technique Leader,1965-01-16,M,1991-09-02,1998-04-01,41881
d004,483675,Hausi,Kamber,Engineer,1965-01-22,M,1988-02-16,1993-02-15,40000
d004,483675,Hausi,Kamber,Senior Engineer,1965-01-22,M,1993-02-15,9999-01-01,40000
d004,483825,Marek,Mitchem,Senior Engineer,1965-01-22,M,1992-11-20,9999-01-01,52817
d004,483838,Sham,Kavanagh,Assistant Engineer,1965-01-03,F,1997-12-18,9999-01-01,40000
d003,484126,Manton,Lueh,Senior Staff,1965-01-05,F,1989-04-07,9999-01-01,48754
d003,484142,Perry,Cooman,Senior Staff,1965-01-05,M,1993-04-22,9999-01-01,40000
d003,484142,Perry,Cooman,Staff,1965-01-05,M,1987-04-23,1993-04-22,40000
d005,485489,Keiichiro,Armand,Assistant Engineer,1965-01-01,F,1986-12-14,1991-12-14,55395
d005,485489,Keiichiro,Armand,Engineer,1965-01-01,F,1991-12-14,1996-12-13,55395
d005,485489,Keiichiro,Armand,Senior Engineer,1965-01-01,F,1996-12-13,9999-01-01,55395
d005,485577,Rafael,Menhoudj,Senior Engineer,1965-01-30,F,1997-04-27,9999-01-01,40000
d005,485579,Munehiro,Iwayama,Engineer,1965-01-18,M,1986-12-16,1992-12-15,44117
d005,485579,Munehiro,Iwayama,Senior Engineer,1965-01-18,M,1992-12-15,9999-01-01,44117
d007,486918,Yagil,Remmers,Senior Staff,1965-01-18,F,1994-11-01,9999-01-01,51627
d005,486958,Tonny,Kropf,Engineer,1965-01-06,F,1986-07-30,1992-07-29,45160
d005,486958,Tonny,Kropf,Senior Engineer,1965-01-06,F,1992-07-29,9999-01-01,45160
d007,487008,Zhigen,Raney,Senior Staff,1965-01-22,F,1993-05-26,9999-01-01,73387
d008,487505,Uno,Jayawardene,Senior Staff,1965-01-20,F,1993-11-01,9999-01-01,57439
d008,487505,Uno,Jayawardene,Staff,1965-01-20,F,1987-11-02,1993-11-01,57439
d003,487988,Ekawit,Schaft,Senior Staff,1965-01-05,M,1999-05-20,9999-01-01,40000
d003,487988,Ekawit,Schaft,Staff,1965-01-05,M,1990-05-20,1999-05-20,40000
d005,488115,Leah,Luke,Assistant Engineer,1965-01-29,M,1995-08-23,1995-09-27,40000
d007,488142,Denis,Narlikar,Senior Staff,1965-01-05,M,1997-06-30,9999-01-01,40612
d007,488142,Denis,Narlikar,Staff,1965-01-05,M,1991-07-01,1997-06-30,40612
d005,488414,Changho,Gaughan,Engineer,1965-01-10,F,1987-06-21,1991-07-13,40000
d005,488482,Kensyu,Tsunoo,Engineer,1965-01-30,F,1999-12-05,9999-01-01,44477
d007,488632,Irena,Baalen,Staff,1965-01-20,M,1999-11-22,2001-02-10,54565
d009,488788,Wuxu,Garigliano,Senior Staff,1965-01-12,M,1997-09-21,9999-01-01,55528
d009,488788,Wuxu,Garigliano,Staff,1965-01-12,M,1990-09-21,1997-09-21,55528
d002,488984,Kendra,Junet,Senior Staff,1965-01-18,M,1993-02-28,9999-01-01,68524
d007,488984,Kendra,Junet,Senior Staff,1965-01-18,M,1993-02-28,9999-01-01,68524
d002,488984,Kendra,Junet,Staff,1965-01-18,M,1986-02-28,1993-02-28,68524
d007,488984,Kendra,Junet,Staff,1965-01-18,M,1986-02-28,1993-02-28,68524
d002,489755,Matk,Chorvat,Senior Staff,1965-01-14,M,2000-12-29,9999-01-01,50263
d003,489755,Matk,Chorvat,Senior Staff,1965-01-14,M,2000-12-29,9999-01-01,50263
d002,489755,Matk,Chorvat,Staff,1965-01-14,M,1994-12-30,2000-12-29,50263
d003,489755,Matk,Chorvat,Staff,1965-01-14,M,1994-12-30,2000-12-29,50263
d002,489756,Kersti,Miculan,Senior Staff,1965-01-01,F,1999-06-10,9999-01-01,74625
d002,489756,Kersti,Miculan,Staff,1965-01-01,F,1992-06-09,1999-06-10,74625
d004,490557,Luise,Vigier,Engineer,1965-01-27,M,1994-07-01,2001-07-01,45888
d004,490557,Luise,Vigier,Senior Engineer,1965-01-27,M,2001-07-01,9999-01-01,45888
d005,490568,Zita,Reistad,Senior Engineer,1965-01-01,M,1998-07-23,9999-01-01,58375
d007,491478,Gill,Varman,Senior Staff,1965-01-16,M,1996-06-18,9999-01-01,50787
d007,491478,Gill,Varman,Staff,1965-01-16,M,1988-06-18,1996-06-18,50787
d004,491596,Charmane,Pargas,Engineer,1965-01-21,F,1988-07-29,1993-07-29,40000
d006,491596,Charmane,Pargas,Engineer,1965-01-21,F,1988-07-29,1993-07-29,40000
d004,491596,Charmane,Pargas,Senior Engineer,1965-01-21,F,1993-07-29,9999-01-01,40000
d006,491596,Charmane,Pargas,Senior Engineer,1965-01-21,F,1993-07-29,9999-01-01,40000
d009,491632,Gadiel,Perly,Senior Staff,1965-01-01,M,1994-10-20,9999-01-01,75387
d009,491632,Gadiel,Perly,Staff,1965-01-01,M,1986-10-20,1994-10-20,75387
d005,492639,Sanjoy,Porenta,Engineer,1965-01-30,M,1997-07-10,9999-01-01,63732
d004,492677,Goetz,McAffer,Engineer,1965-01-26,M,1988-02-05,1994-02-04,57772
d004,492677,Goetz,McAffer,Senior Engineer,1965-01-26,M,1994-02-04,9999-01-01,57772
d009,493031,Hironoby,Jakobus,Senior Staff,1965-01-23,F,1996-07-29,9999-01-01,58953
d009,493031,Hironoby,Jakobus,Staff,1965-01-23,F,1991-07-30,1996-07-29,58953
d004,493278,Shaleah,Pileggi,Engineer,1965-01-28,M,1999-02-10,1999-10-30,40000
d004,493744,Leni,Kropatsch,Senior Engineer,1965-01-14,M,1997-07-17,9999-01-01,40000
d004,495969,Geoffrey,Panienski,Engineer,1965-01-01,M,1988-11-28,1995-11-29,40000
d004,495969,Geoffrey,Panienski,Senior Engineer,1965-01-01,M,1995-11-29,1998-06-07,40000
d009,496100,Pranjal,Reinhard,Staff,1965-01-07,F,1995-05-08,9999-01-01,40197
d004,496970,Giordano,Maquelin,Senior Engineer,1965-01-03,F,1999-12-31,9999-01-01,58910
d005,497660,Gritta,Petereit,Senior Engineer,1965-01-02,M,1985-04-06,1994-09-05,50669
d009,498456,Geraldo,Gerteisen,Senior Staff,1965-01-17,M,1993-06-04,9999-01-01,40000
d009,498456,Geraldo,Gerteisen,Staff,1965-01-17,M,1987-06-05,1993-06-04,40000
d007,498635,Florian,Pezzoli,Senior Staff,1965-01-09,F,1997-07-22,9999-01-01,43577
d007,498635,Florian,Pezzoli,Staff,1965-01-09,F,1988-07-22,1997-07-22,43577
d004,498955,Nechama,Kandlur,Engineer,1965-01-13,F,1995-01-16,2002-01-16,52314
d004,498955,Nechama,Kandlur,Senior Engineer,1965-01-13,F,2002-01-16,9999-01-01,52314
d004,499260,Danae,Honglei,Engineer,1965-01-11,M,1998-09-14,9999-01-01,40000
d005,499495,Baoqiu,Kakkar,Engineer,1965-01-14,M,1999-08-30,9999-01-01,40000
